drug_name,pri_score,degree_component,weighted_component,betweenness_component,severity_component
magnesium carbonate,0.247156,0.009042,0.017917,5e-06,0.220192
fexinidazole,0.247021,0.009564,0.018817,4e-06,0.218636
pizotifen,0.246953,0.013332,0.025024,1e-05,0.208587
metamfetamine,0.24692,0.015071,0.027684,3.1e-05,0.204135
medroxyprogesterone acetate,0.246867,0.012346,0.023433,0.000172,0.210915
resveratrol,0.24678,0.004811,0.010041,1e-06,0.231928
cyclizine,0.246779,0.006666,0.013588,4e-06,0.226522
erythromycin,0.246754,0.012926,0.024346,0.000178,0.209305
cephalexin,0.246741,0.01252,0.023668,0.000484,0.210069
isoetharine,0.246721,0.012288,0.023342,6e-06,0.211085
bitolterol,0.246721,0.012288,0.023342,6e-06,0.211085
pirbuterol,0.246721,0.012288,0.023342,6e-06,0.211085
pf-00610355,0.246721,0.012288,0.023342,6e-06,0.211085
abediterol,0.246721,0.012288,0.023342,6e-06,0.211085
brexpiprazole,0.246716,0.013969,0.025989,1.5e-05,0.206743
albutrepenonacog alfa,0.246663,0.009274,0.018282,4.4e-05,0.219062
butriptyline,0.246644,0.01368,0.025532,1.7e-05,0.207415
mipomersen,0.246642,0.001565,0.003403,7e-06,0.241667
alprostadil,0.24664,0.000754,0.001656,0.0,0.244231
dulaglutide,0.246621,0.00684,0.013901,3.3e-05,0.225847
glymidine,0.246601,0.00684,0.013901,1.3e-05,0.225847
dihydroergotamine,0.246581,0.014491,0.026771,1.9e-05,0.2053
ibrutinib,0.246538,0.010492,0.020356,8.3e-05,0.215608
barbital,0.24643,0.010897,0.021034,4e-06,0.214495
peginterferon alfa-2b,0.246417,0.009564,0.018426,0.004336,0.214091
idarubicin,0.246386,0.011013,0.021216,7.7e-05,0.214079
ridogrel,0.246371,0.004753,0.00991,0.0,0.231707
icosapent ethyl,0.246371,0.004753,0.00991,0.0,0.231707
ifetroban,0.246371,0.004753,0.00991,0.0,0.231707
butylphthalide,0.246371,0.004753,0.00991,0.0,0.231707
hydroxytyrosol,0.246371,0.004753,0.00991,0.0,0.231707
ramatroban,0.246371,0.004753,0.00991,0.0,0.231707
relcovaptan,0.246371,0.004753,0.00991,0.0,0.231707
maritime pine extract,0.246371,0.004753,0.00991,0.0,0.231707
phenobarbital,0.246364,0.014375,0.02655,0.000197,0.205242
bendamustine,0.246339,0.008173,0.016313,4.4e-05,0.221809
estradiol,0.246312,0.014085,0.026093,0.00027,0.205864
sulfadiazine,0.246304,0.012578,0.023759,5.9e-05,0.209908
mmda,0.246292,0.012462,0.023576,2.1e-05,0.210233
chlorpropamide,0.246264,0.012984,0.024398,6.5e-05,0.208817
tolazamide,0.246255,0.012868,0.024215,5e-05,0.209122
sitagliptin,0.246245,0.0131,0.024581,4.7e-05,0.208518
tramadol,0.246222,0.012868,0.024215,1.7e-05,0.209122
tofacitinib,0.246179,0.010086,0.019638,7.5e-05,0.216379
solriamfetol,0.246173,0.014955,0.027423,1.6e-05,0.203779
azaperone,0.246127,0.001507,0.003273,0.0,0.241346
ecopipam,0.246127,0.001507,0.003273,0.0,0.241346
raclopride,0.246127,0.001507,0.003273,0.0,0.241346
benperidol,0.246127,0.001507,0.003273,0.0,0.241346
trifluperidol,0.246127,0.001507,0.003273,0.0,0.241346
clopenthixol,0.246127,0.001507,0.003273,0.0,0.241346
vitamin d,0.246022,0.002956,0.006298,2e-06,0.236765
vancomycin,0.245977,0.007593,0.015244,4.8e-05,0.223092
bq-123,0.245932,0.012288,0.023263,3e-06,0.210377
fluocortolone pivalate,0.245892,0.00313,0.00665,0.0,0.236111
fluocortolone caproate,0.245892,0.00313,0.00665,0.0,0.236111
ceftolozane,0.245765,0.009738,0.019012,5e-05,0.216964
cefdinir,0.245687,0.010086,0.019599,5.4e-05,0.215948
temsirolimus,0.245667,0.013622,0.025324,0.000126,0.206596
dl-methylephedrine,0.245659,0.013969,0.025872,9e-06,0.205809
calcium carbonate,0.245623,0.004231,0.008854,3e-06,0.232534
protriptyline,0.245573,0.01368,0.025415,1.7e-05,0.206462
neosaxitoxin,0.245568,0.002898,0.006168,2e-06,0.2365
bambuterol,0.245491,0.01252,0.023589,7e-06,0.209375
naloxone,0.245487,0.006376,0.012975,0.0,0.226136
amantadine,0.245341,0.00997,0.019378,5e-06,0.215988
desipramine,0.245314,0.017215,0.030592,3.1e-05,0.197475
pimecrolimus,0.245215,0.000638,0.001395,0.0,0.243182
mobocertinib,0.245209,0.005912,0.012088,2e-06,0.227206
midomafetamine,0.245167,0.013448,0.025011,2.7e-05,0.206681
tolbutamide,0.245142,0.013158,0.024554,5.1e-05,0.207379
cefaclor,0.245121,0.010955,0.021008,6.3e-05,0.213095
thioproperazine,0.245084,0.012926,0.024189,9e-06,0.20796
medetomidine,0.245021,0.011593,0.022051,2e-06,0.211375
xylazine,0.245021,0.011593,0.022051,2e-06,0.211375
romifidine,0.245021,0.011593,0.022051,2e-06,0.211375
detomidine,0.245021,0.011593,0.022051,2e-06,0.211375
pramlintide,0.244988,0.006608,0.013379,1e-06,0.225
barbexaclone,0.244928,0.01026,0.019834,4e-06,0.214831
pirtobrutinib,0.244875,0.008695,0.017135,4.5e-05,0.219
"sodium phosphate, monobasic",0.24487,0.00939,0.018347,3e-06,0.21713
aceprometazine,0.244851,0.00597,0.012179,2e-06,0.226699
etonogestrel,0.244769,0.010434,0.020108,6.1e-05,0.214167
fenoterol,0.244735,0.012404,0.023329,7e-06,0.208995
trimipramine,0.244692,0.016172,0.029027,3.1e-05,0.199462
dyphylline,0.244691,0.008984,0.01763,1.2e-05,0.218065
neocitrullamon,0.244657,0.001913,0.004108,0.0,0.238636
mecasermin,0.244579,0.00655,0.013249,1e-06,0.224779
aica ribonucleotide,0.244579,0.00655,0.013249,1e-06,0.224779
voglibose,0.244579,0.00655,0.013249,1e-06,0.224779
liraglutide,0.244579,0.00655,0.013249,1e-06,0.224779
benfluorex,0.244579,0.00655,0.013249,1e-06,0.224779
albiglutide,0.244579,0.00655,0.013249,1e-06,0.224779
ipragliflozin,0.244579,0.00655,0.013249,1e-06,0.224779
allicin,0.244579,0.00655,0.013249,1e-06,0.224779
tofogliflozin,0.244579,0.00655,0.013249,1e-06,0.224779
"2,4-thiazolidinedione",0.244579,0.00655,0.013249,1e-06,0.224779
remogliflozin etabonate,0.244579,0.00655,0.013249,1e-06,0.224779
guar gum,0.244579,0.00655,0.013249,1e-06,0.224779
semaglutide,0.244579,0.00655,0.013249,1e-06,0.224779
taspoglutide,0.244579,0.00655,0.013249,1e-06,0.224779
englitazone,0.244579,0.00655,0.013249,1e-06,0.224779
tirzepatide,0.244579,0.00655,0.013249,1e-06,0.224779
grepafloxacin,0.244463,0.008057,0.015974,0.000109,0.220324
osanetant,0.244433,0.001333,0.002882,0.0,0.240217
bifeprunox,0.244433,0.001333,0.002882,0.0,0.240217
bromperidol,0.244433,0.001333,0.002882,0.0,0.240217
prothipendyl,0.244433,0.001333,0.002882,0.0,0.240217
clothiapine,0.244433,0.001333,0.002882,0.0,0.240217
oxypertine,0.244433,0.001333,0.002882,0.0,0.240217
veralipride,0.244433,0.001333,0.002882,0.0,0.240217
moperone,0.244433,0.001333,0.002882,0.0,0.240217
thiopropazate,0.244433,0.001333,0.002882,0.0,0.240217
fluanisone,0.244433,0.001333,0.002882,0.0,0.240217
mosapramine,0.244433,0.001333,0.002882,0.0,0.240217
levosulpiride,0.244433,0.001333,0.002882,0.0,0.240217
naphazoline,0.244421,0.012057,0.022742,7e-06,0.209615
phenylpropanolamine,0.244389,0.012173,0.022924,6e-06,0.209286
benzatropine,0.244365,0.012288,0.023107,7e-06,0.208962
orciprenaline,0.244364,0.012288,0.023107,6e-06,0.208962
ritodrine,0.244364,0.012288,0.023107,6e-06,0.208962
coumermycin a1,0.244345,0.00058,0.001265,0.0,0.2425
artesunate,0.244345,0.00058,0.001265,0.0,0.2425
suprofen,0.244345,0.00058,0.001265,0.0,0.2425
fibrinolysin,0.244345,0.00058,0.001265,0.0,0.2425
ethynodiol diacetate,0.244322,0.005217,0.010719,5.3e-05,0.228333
tamoxifen,0.24431,0.01368,0.025259,0.000181,0.205191
mitiglinide,0.244291,0.006608,0.01334,1e-06,0.224342
deferasirox,0.244228,0.008463,0.016652,0.000448,0.218664
avanafil,0.244213,0.014897,0.027097,7.9e-05,0.20214
tazobactam,0.244128,0.004579,0.00948,5e-06,0.230063
diethylpropion,0.244084,0.011883,0.022429,1.6e-05,0.209756
ketamine,0.243973,0.013042,0.024255,1e-05,0.206667
diosmin,0.243895,0.026722,0.04208,9.3e-05,0.175
norethynodrel,0.243888,0.005159,0.010589,5.1e-05,0.22809
norgestrel,0.243888,0.005159,0.010589,5.1e-05,0.22809
gestrinone,0.243888,0.005159,0.010589,5.1e-05,0.22809
chlormadinone,0.243888,0.005159,0.010589,5.1e-05,0.22809
quingestanol,0.243888,0.005159,0.010589,5.1e-05,0.22809
demegestone,0.243888,0.005159,0.010589,5.1e-05,0.22809
nomegestrol acetate,0.243888,0.005159,0.010589,5.1e-05,0.22809
norethindrone enanthate,0.243888,0.005159,0.010589,5.1e-05,0.22809
gastric inhibitory polypeptide,0.243876,0.00655,0.01321,1e-06,0.224115
stavudine,0.243834,0.002492,0.005294,0.0,0.236047
bufotenine,0.243799,0.001275,0.002751,0.0,0.239773
vinorelbine,0.243744,0.011071,0.021073,8.2e-05,0.211518
miglitol,0.243739,0.006724,0.013523,1e-06,0.223491
imipramine oxide,0.243708,0.011767,0.022207,5e-06,0.209729
fludrocortisone,0.243584,0.004637,0.009571,1e-06,0.229375
aldosterone,0.243584,0.004637,0.009571,1e-06,0.229375
fluprednisolone,0.243584,0.004637,0.009571,1e-06,0.229375
melengestrol,0.243584,0.004637,0.009571,1e-06,0.229375
benziodarone,0.243561,0.000927,0.002008,0.0,0.240625
sumatriptan,0.243533,0.015592,0.028036,9e-05,0.199814
nortriptyline,0.243426,0.016404,0.029197,3.4e-05,0.197792
tolterodine,0.243379,0.013564,0.024998,1e-05,0.204808
mepivacaine,0.243363,0.008869,0.01733,8e-06,0.217157
mirabegron,0.24332,0.01681,0.029757,2.9e-05,0.196724
glipizide,0.243258,0.0131,0.024268,2.7e-05,0.205863
triazolam,0.243151,0.010202,0.019586,1.1e-05,0.213352
phendimetrazine,0.243132,0.011245,0.021307,1.2e-05,0.210567
sodium oxybate,0.243124,0.001217,0.002621,0.0,0.239286
calcium phosphate,0.243123,0.003304,0.006924,0.0,0.232895
rocuronium,0.243097,0.007709,0.01527,6e-06,0.220113
dolasetron,0.243073,0.007361,0.014644,5e-06,0.221063
codeine,0.243035,0.008115,0.015987,4e-06,0.218929
benzylpenicilloyl polylysine,0.243026,0.002782,0.005868,1e-06,0.234375
olaparib,0.242996,0.008811,0.0172,4.5e-05,0.216941
trastuzumab emtansine,0.242932,0.00939,0.018191,7.3e-05,0.215278
acepromazine,0.242831,0.012926,0.023955,9e-06,0.205942
irinotecan,0.242813,0.009448,0.018282,5.2e-05,0.215031
acarbose,0.242794,0.006782,0.013575,1e-06,0.222436
mirvetuximab soravtansine,0.242752,0.000869,0.001878,4e-06,0.24
sacituzumab govitecan,0.242752,0.000869,0.001878,4e-06,0.24
dichlorvos,0.242721,0.005681,0.011527,3e-06,0.22551
everolimus,0.242676,0.013274,0.024463,0.000135,0.204803
calcium citrate,0.242629,0.003246,0.006794,0.0,0.232589
calcium lactate,0.242629,0.003246,0.006794,0.0,0.232589
calcium lactate gluconate,0.242629,0.003246,0.006794,0.0,0.232589
palbociclib,0.242611,0.009274,0.017969,5.5e-05,0.215312
hydrocodone,0.242607,0.006376,0.012818,3e-06,0.223409
methoxyphenamine,0.242593,0.011477,0.021633,1.3e-05,0.20947
buspirone,0.242577,0.016462,0.029171,2.5e-05,0.196919
letibotulinumtoxina,0.242554,0.001449,0.003104,1e-06,0.238
caffeine,0.242514,0.004985,0.010197,6e-06,0.227326
sorbitol,0.242457,0.008115,0.015948,1e-06,0.218393
bisoxatin,0.242457,0.008115,0.015948,1e-06,0.218393
orm-12741,0.242345,0.001913,0.004069,0.0,0.236364
amoxapine,0.242221,0.014955,0.026954,2.2e-05,0.200291
isometheptene,0.242187,0.011419,0.021503,1e-06,0.209264
propylthiouracil,0.242166,0.009274,0.01793,0.000117,0.214844
lacosamide,0.242145,0.008231,0.016131,2e-06,0.217782
cefbuperazone,0.242106,0.007651,0.0151,3.6e-05,0.219318
enoximone,0.242093,0.000464,0.001004,0.0,0.240625
norelgestromin,0.242083,0.004811,0.009845,1.8e-05,0.22741
ulipristal,0.242083,0.004811,0.009845,1.8e-05,0.22741
nomegestrol,0.242083,0.004811,0.009845,1.8e-05,0.22741
etynodiol,0.242083,0.004811,0.009845,1.8e-05,0.22741
glyburide,0.242066,0.011999,0.022416,4.3e-05,0.207609
deutetrabenazine,0.242061,0.011825,0.022142,6e-06,0.208088
gliclazide,0.242053,0.00997,0.019104,4.3e-05,0.212936
sodium sulfate,0.242041,0.008057,0.015818,1e-06,0.218165
4-methoxyamphetamine,0.24202,0.012578,0.023329,7e-06,0.206106
coumaphos,0.242016,0.005796,0.01171,1e-05,0.2245
lubiprostone,0.241882,0.008115,0.015909,1e-06,0.217857
picosulfuric acid,0.241882,0.008115,0.015909,1e-06,0.217857
ipecac,0.241877,0.01055,0.020056,8e-06,0.211264
butalbital,0.241872,0.01055,0.020056,4e-06,0.211264
sunitinib,0.241826,0.010607,0.020147,6e-06,0.211066
bosutinib,0.241817,0.008869,0.017213,4.9e-05,0.215686
prednisone,0.241643,0.009216,0.0178,5e-06,0.214623
itraconazole,0.241625,0.012462,0.023107,9e-06,0.206047
8-azaguanine,0.241599,0.004869,0.009937,8e-06,0.226786
alimemazine,0.241595,0.006144,0.012336,2e-06,0.223113
cephaloglycin,0.241498,0.007651,0.015061,3.6e-05,0.21875
isosorbide,0.24146,0.006028,0.012114,1e-06,0.223317
cabazitaxel,0.241261,0.009854,0.018843,6.5e-05,0.2125
clemastine,0.241247,0.006666,0.013275,2e-06,0.221304
fenthion,0.241112,0.005681,0.011449,3e-06,0.22398
oxyphenonium,0.241079,0.003072,0.006403,0.0,0.231604
ipratropium,0.241079,0.003072,0.006403,0.0,0.231604
metixene,0.241079,0.003072,0.006403,0.0,0.231604
trihexyphenidyl,0.241079,0.003072,0.006403,0.0,0.231604
oxyphencyclimine,0.241079,0.003072,0.006403,0.0,0.231604
procyclidine,0.241079,0.003072,0.006403,0.0,0.231604
methscopolamine bromide,0.241079,0.003072,0.006403,0.0,0.231604
tridihexethyl,0.241079,0.003072,0.006403,0.0,0.231604
anisotropine methylbromide,0.241079,0.003072,0.006403,0.0,0.231604
pirenzepine,0.241079,0.003072,0.006403,0.0,0.231604
homatropine methylbromide,0.241079,0.003072,0.006403,0.0,0.231604
cycrimine,0.241079,0.003072,0.006403,0.0,0.231604
diphenidol,0.241079,0.003072,0.006403,0.0,0.231604
isopropamide,0.241079,0.003072,0.006403,0.0,0.231604
mepenzolate,0.241079,0.003072,0.006403,0.0,0.231604
hexocyclium,0.241079,0.003072,0.006403,0.0,0.231604
dexetimide,0.241079,0.003072,0.006403,0.0,0.231604
butylscopolamine,0.241079,0.003072,0.006403,0.0,0.231604
methscopolamine,0.241079,0.003072,0.006403,0.0,0.231604
oxitropium,0.241079,0.003072,0.006403,0.0,0.231604
tropatepine,0.241079,0.003072,0.006403,0.0,0.231604
prifinium,0.241079,0.003072,0.006403,0.0,0.231604
piperidolate,0.241079,0.003072,0.006403,0.0,0.231604
benzilone,0.241079,0.003072,0.006403,0.0,0.231604
difemerine,0.241079,0.003072,0.006403,0.0,0.231604
phenglutarimide,0.241079,0.003072,0.006403,0.0,0.231604
mazaticol,0.241079,0.003072,0.006403,0.0,0.231604
etybenzatropine,0.241079,0.003072,0.006403,0.0,0.231604
poldine,0.241079,0.003072,0.006403,0.0,0.231604
bevonium,0.241079,0.003072,0.006403,0.0,0.231604
rociverine,0.241079,0.003072,0.006403,0.0,0.231604
bornaprine,0.241079,0.003072,0.006403,0.0,0.231604
etanautine,0.241079,0.003072,0.006403,0.0,0.231604
tiemonium iodide,0.241079,0.003072,0.006403,0.0,0.231604
dihexyverine,0.241079,0.003072,0.006403,0.0,0.231604
penthienate,0.241079,0.003072,0.006403,0.0,0.231604
diphemanil,0.241079,0.003072,0.006403,0.0,0.231604
camylofin,0.241079,0.003072,0.006403,0.0,0.231604
fenpiverinium,0.241079,0.003072,0.006403,0.0,0.231604
emetonium iodide,0.241079,0.003072,0.006403,0.0,0.231604
pipenzolate,0.241079,0.003072,0.006403,0.0,0.231604
timepidium,0.241079,0.003072,0.006403,0.0,0.231604
tianeptine,0.241044,0.014317,0.025872,4.6e-05,0.20081
mefloquine,0.241026,0.009622,0.018439,1.4e-05,0.212952
dimetacrine,0.241012,0.014723,0.026471,1.4e-05,0.199803
sulfinpyrazone,0.240915,0.008057,0.015739,3.2e-05,0.217086
dihydroergocryptine,0.240907,0.012752,0.023485,1e-05,0.204659
periciazine,0.240832,0.012346,0.022846,5e-06,0.205634
imidafenacin,0.240761,0.008579,0.016639,3e-06,0.215541
mycophenolate mofetil,0.240732,0.011013,0.020708,6.4e-05,0.208947
methylprednisolone,0.240654,0.005623,0.011319,1e-06,0.223711
cyclophosphamide,0.240629,0.011303,0.021164,8.5e-05,0.208077
acetohexamide,0.240618,0.009564,0.018308,1.9e-05,0.212727
gliquidone,0.240618,0.009564,0.018308,1.9e-05,0.212727
glisoxepide,0.240618,0.009564,0.018308,1.9e-05,0.212727
glibornuride,0.240618,0.009564,0.018308,1.9e-05,0.212727
carbutamide,0.240618,0.009564,0.018308,1.9e-05,0.212727
metahexamide,0.240618,0.009564,0.018308,1.9e-05,0.212727
cirazoline,0.240589,0.011187,0.020981,1e-06,0.20842
monopotassium phosphate,0.240526,0.009274,0.017813,2e-06,0.213438
chlorphentermine,0.240504,0.011477,0.021438,1.3e-05,0.207576
iofetamine i-123,0.240504,0.011477,0.021438,1.3e-05,0.207576
esketamine,0.24046,0.007999,0.015609,4e-06,0.216848
methantheline,0.240413,0.003304,0.006846,0.0,0.230263
liotrix,0.240357,0.006898,0.01364,7.2e-05,0.219748
cefatrizine,0.240284,0.007651,0.014983,3.6e-05,0.217614
almotriptan,0.24022,0.016288,0.028623,2.4e-05,0.195285
reproterol,0.240209,0.011071,0.02076,1e-06,0.208377
scopolamine,0.240168,0.004695,0.009545,1e-06,0.225926
ritobegron,0.240086,0.011477,0.021399,1.3e-05,0.207197
roxithromycin,0.240066,0.006956,0.013731,4e-06,0.219375
magnesium chloride,0.239874,0.007999,0.01557,1e-06,0.216304
valproic acid,0.239831,0.009796,0.018634,1e-05,0.211391
tofisopam,0.239802,0.002087,0.004381,0.0,0.233333
flumethasone,0.239786,0.004173,0.008528,1e-06,0.227083
tulobuterol,0.239777,0.011071,0.020721,1e-06,0.207984
daptomycin,0.239767,0.009854,0.018726,1.1e-05,0.211176
tixocortol,0.239741,0.008289,0.016065,2e-06,0.215385
metocurine,0.239738,0.007419,0.01454,5e-06,0.217773
mesoridazine,0.239736,0.007419,0.01454,4e-06,0.217773
doxorubicin,0.239729,0.011883,0.021999,0.000116,0.205732
rimexolone,0.239711,0.001681,0.003547,0.0,0.234483
pseudoephedrine,0.239681,0.011419,0.021268,1.4e-05,0.20698
tetryzoline,0.239669,0.011419,0.021268,2e-06,0.20698
mephedrone,0.239668,0.011477,0.02136,1.3e-05,0.206818
potassium guaiacolsulfonate,0.239658,0.00655,0.012975,0.0,0.220133
methimazole,0.239627,0.017215,0.02981,0.000177,0.192424
triflupromazine,0.239619,0.006898,0.013601,3e-06,0.219118
trifluoperazine,0.239586,0.013216,0.024059,9e-06,0.202303
zinc ascorbate,0.239579,0.007361,0.014331,0.001547,0.216339
tetracycline,0.239526,0.009796,0.018595,0.000188,0.210947
phencyclidine,0.239514,0.001449,0.003064,0.0,0.235
amibegron,0.239345,0.011071,0.020682,1e-06,0.207592
solabegron,0.239345,0.011071,0.020682,1e-06,0.207592
adrafinil,0.239345,0.011071,0.020682,1e-06,0.207592
amitraz,0.239345,0.011071,0.020682,1e-06,0.207592
ractopamine,0.239345,0.011071,0.020682,1e-06,0.207592
higenamine,0.239345,0.011071,0.020682,1e-06,0.207592
rimiterol,0.239345,0.011071,0.020682,1e-06,0.207592
mevastatin,0.239238,0.002724,0.005659,3e-06,0.230851
vamorolone,0.239221,0.004231,0.008619,1e-06,0.22637
estradiol cypionate,0.23912,0.013911,0.025037,0.000172,0.2
estradiol valerate,0.23912,0.013911,0.025037,0.000172,0.2
mivacurium,0.239113,0.007419,0.014501,5e-06,0.217188
rapacuronium,0.239113,0.007419,0.014501,5e-06,0.217188
metamizole,0.239111,0.014491,0.025911,9e-06,0.1987
ceforanide,0.239069,0.007651,0.014905,3.6e-05,0.216477
dicyclomine,0.239009,0.008115,0.015713,2e-06,0.215179
glimepiride,0.238972,0.010202,0.019234,2e-05,0.209517
paraldehyde,0.238968,0.001623,0.003417,0.0,0.233929
halothane,0.238957,0.014317,0.025637,1.6e-05,0.198988
vinblastine,0.238953,0.012288,0.022559,9.6e-05,0.204009
metaxalone,0.238933,0.007477,0.014592,3e-06,0.21686
felbamate,0.238932,0.007477,0.014592,3e-06,0.21686
metocurine iodide,0.238852,0.005796,0.011554,3e-06,0.2215
rosiglitazone,0.238765,0.013042,0.023707,1.6e-05,0.202
quizartinib,0.238737,0.006956,0.013653,4e-06,0.218125
flunisolide,0.238701,0.004637,0.009376,1e-06,0.224688
pancuronium,0.238701,0.009506,0.018061,6e-06,0.211128
mirtazapine,0.2387,0.015592,0.027449,2.6e-05,0.195632
hydrocortisone succinate,0.238653,0.005275,0.010576,1e-06,0.222802
calcium silicate,0.238612,0.001159,0.002452,1e-06,0.235
cefoperazone,0.238607,0.008057,0.015583,3.9e-05,0.214928
sulfametopyrazine,0.238592,0.000348,0.000743,1e-06,0.2375
sulfacytine,0.238592,0.000348,0.000743,1e-06,0.2375
sulfamethazine,0.238592,0.000348,0.000743,1e-06,0.2375
hydroxyfasudil,0.238592,0.000348,0.000743,1e-06,0.2375
sulfathiazole,0.238592,0.000348,0.000743,1e-06,0.2375
sulfadimethoxine,0.238592,0.000348,0.000743,1e-06,0.2375
5-(2-methylpiperazine-1-sulfonyl)isoquinoline,0.238592,0.000348,0.000743,1e-06,0.2375
clorsulon,0.238592,0.000348,0.000743,1e-06,0.2375
sulfachlorpyridazine,0.238592,0.000348,0.000743,1e-06,0.2375
sulfaethoxypyridazine,0.238592,0.000348,0.000743,1e-06,0.2375
sulfanitran,0.238592,0.000348,0.000743,1e-06,0.2375
sulfaquinoxaline,0.238592,0.000348,0.000743,1e-06,0.2375
setrobuvir,0.238592,0.000348,0.000743,1e-06,0.2375
chlorsulfaquinoxaline,0.238592,0.000348,0.000743,1e-06,0.2375
sulfadicramide,0.238592,0.000348,0.000743,1e-06,0.2375
phthalylsulfathiazole,0.238592,0.000348,0.000743,1e-06,0.2375
sulfaisodimidine,0.238592,0.000348,0.000743,1e-06,0.2375
sulfaperin,0.238592,0.000348,0.000743,1e-06,0.2375
sulfametomidine,0.238592,0.000348,0.000743,1e-06,0.2375
sulfatolamide,0.238592,0.000348,0.000743,1e-06,0.2375
sulfamazone,0.238592,0.000348,0.000743,1e-06,0.2375
succinylsulfathiazole,0.238592,0.000348,0.000743,1e-06,0.2375
sulfathiourea,0.238592,0.000348,0.000743,1e-06,0.2375
sulfaguanidine,0.238592,0.000348,0.000743,1e-06,0.2375
gefapixant,0.238592,0.000348,0.000743,1e-06,0.2375
ganciclovir,0.238579,0.008579,0.016483,4e-06,0.213514
ponatinib,0.2385,0.012057,0.022155,8.2e-05,0.204207
paricalcitol,0.238473,0.002956,0.006103,2e-06,0.229412
cefmetazole,0.238462,0.007651,0.014866,3.6e-05,0.215909
cefapirin,0.238462,0.007651,0.014866,3.6e-05,0.215909
lithium carbonate,0.238456,0.011187,0.020786,6e-06,0.206477
teniposide,0.238434,0.010376,0.019469,7e-05,0.20852
epinastine,0.238431,0.007651,0.014866,5e-06,0.215909
tretoquinol,0.238427,0.011303,0.020968,2e-06,0.206154
phentermine,0.23841,0.011825,0.02179,1.6e-05,0.204779
opium,0.238409,0.010318,0.019378,6e-06,0.208708
"5-methoxy-n,n-dimethyltryptamine",0.238387,0.013042,0.023668,1.1e-05,0.201667
capreomycin,0.238364,0.008695,0.016665,5e-06,0.213
tobramycin,0.238364,0.008695,0.016665,5e-06,0.213
hydroxyprogesterone caproate,0.238341,0.00655,0.012897,8.9e-05,0.218805
corticotropin,0.238283,0.005333,0.010667,1e-06,0.222283
streptomycin,0.238272,0.008753,0.016756,1.5e-05,0.212748
dihydrocodeine,0.238271,0.007709,0.014957,3e-06,0.215602
pyrantel,0.238255,0.008463,0.016261,4e-06,0.213527
diphenhydramine,0.238244,0.010607,0.019834,1.6e-05,0.207787
dosulepin,0.238223,0.014607,0.025976,2.1e-05,0.197619
benzquinamide,0.23817,0.003072,0.006324,0.0,0.228774
cefepime,0.238151,0.007767,0.015048,3.7e-05,0.215299
levonorgestrel,0.238136,0.00626,0.012362,6.9e-05,0.219444
difluocortolone,0.238114,0.010086,0.018973,4e-06,0.209052
glasdegib,0.238072,0.006956,0.013614,2e-06,0.2175
fluticasone propionate,0.238051,0.008289,0.015948,3e-06,0.213811
ixabepilone,0.237996,0.009332,0.017708,8.6e-05,0.21087
hydroxyzine,0.237983,0.007593,0.014735,5e-06,0.215649
gilteritinib,0.237969,0.007825,0.01514,4e-06,0.215
sotagliflozin,0.237966,0.007825,0.01514,1e-06,0.215
eluxadoline,0.237954,0.004985,0.010002,3e-06,0.222965
clonazepam,0.237927,0.008637,0.016535,4e-06,0.212752
meperidine,0.237914,0.010376,0.01943,8e-06,0.208101
dextroamphetamine,0.237801,0.012578,0.022898,2e-05,0.202304
plazomicin,0.237726,0.008753,0.016717,5e-06,0.212252
