drugbank_id,name,type,cas_number,unii,atc_codes,groups,indication,mechanism_of_action,smiles,inchi_key,molecular_weight,logp,pubchem_cid,chembl_id,kegg_id
DB05941,Leronlimab,biotech,674782-26-4,Y1J4NP8FF0,,investigational,"Leronlimab is currently being investigated for the treatment of a number of cancers[A192858] and HIV.[A3922]

Recently leronlimab has begun a phase II clinical trial in severely ill COVID-19 patients.[L12684] Preliminary data shows a reduction in the 'cytokine storm', particularly IL-6, as well as a normalization of the CD4/CD8 T-cell ratio.[L12684] These results may mitigate immune mediate injury seen in severely ill COVID-19 patients.[L12684]","CCR5 is a helical protein with multiple extracellular regions with adjacent G proteins.[A3922,A192858] When a chemokine binds CCR5, the Gαβγ trimer phosphorylates GDP to GTP and Gα dissociates.[A192858] Activated Gα activates adenylate cyclase, and increasing levels of cyclic AMP activate cytosolic protein kinase A.[A192858] Further downstream effects of CCR5 signalling include activation of NF-κB and IL-6, as well as effects on cell proliferation, migration, and survival.[A192858,L12684]

HIV enters cells expressing CD4 and a fusion coreceptor such as CCR5 and CXCR4.[A3922] Leronlimab is a monoclonal antibody which binds to multiple extracellular regions of the CCR5 receptor, preventing the entry of HIV into the cell.[A3922]

Leronlimab's blocking of CCR5 is being investigated in cancer treatment, for it's effect on the cell cycle and immuno-modulation.[A192858]

Leronlimab is also being investigated as a treatment for patients severely ill with COVID-19 due to it's effects on m",,,,,,,
DB05942,GI-5005,biotech,1001913-27-4,,,investigational,"Investigated for use/treatment in hepatitis (viral, C).","The mechanism of action for GI-5005 (i.e. immune elimination of infected hepatic cells) may work synergistically in combination with the current or emerging standard of care, which directly inhibits viral replication, to more effectively eradicate hepatitis C virus from the liver. Additionally, this mechanism of action may offer an option for interferon-intolerant or interferon-contraindicated patients as a long term monotherapy.

GI-5005 is designed to elicit a cellular immune response against cells infected with the HCV virus. The yeast vector is designed not only to stimulate an innate immune response mediated by Toll-like receptors (TLRs), but also to deliver target protein directly to antigen presenting cells, eliciting an antigen-specific helper T cell (CD4) and killer T cells (CD8) cellular immune response to eliminate diseased cells.",,,,,,,
DB05974,Transcrocetinate,small molecule,27876-94-4,20TC155L9C,,investigational,"Investigated for use/treatment in cancer/tumors (unspecified), hemorrhage, hypoxia, respiratory failure, and strokes.","Trans sodium crocetinate is a novel drug, which has been shown to increase whole-body oxygen consumption during hemorrhagic shock. It works by increasing the diffusion rate of oxygen through plasma rather than on a specific symptom of hemorrhagic shock and has been suggested as a general treatment for hypoxemia. Thus it could also be beneficial for treating respiratory insufficiencies.",C\C(\C=C\C=C(/C)C(O)=O)=C/C=C/C=C(\C)/C=C/C=C(\C)C(O)=O,PANKHBYNKQNAHN-MQQNZMFNSA-N,328.408,4.4,,CHEMBL464792,C08588
DB05990,Obeticholic acid,small molecule,459789-99-2,0462Z4S4OZ,A05AA04,approved|investigational,"Obeticholic acid is indicated for the treatment of primary biliary cholangitis in combination with ursodeoxycholic acid (UDCA) in adults with an inadequate response to UDCA. It is also used as a monotherapy in adults with PBC that are unable to tolerate UDCA.[L12633]

Obeticholic acid is currently being considered for FDA approval to treat fibrosis caused by non-alcoholic liver steatohepatitis (NASH), and is likely to be approved for this indication in 2020.[L12636]","Primary biliary cirrhosis is an autoimmune process by which the bile ducts and liver are damaged progressively, leading to fibrosis and cirrhosis. Bile acids increase the risk of damage and fibrosis to the damaged bile ducts.[A192786,A192795]  

Obeticholic acid is a potent agonist of the farnesoid X receptor, which serves to regulate the hepatic metabolism of bile and cholesterol. This drug acts by binding to the farnesoid X receptor (FXR), found in the nucleus of liver and intestinal cells, which in turn increases liver bile flow, suppressing its production and decreasing hepatocyte exposure to excess levels of bile with cholestasis. Cholestasis is a process that normally causes inflammation and cirrhosis of the liver.[A192792,L12633]",[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)[C@H](CC)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,ZXERDUOLZKYMJM-ZWECCWDJSA-N,420.6252,4.52,447715,CHEMBL566315,D09360
DB05996,Glembatumumab vedotin,biotech,1182215-65-1,1568H6A58U,,investigational,Investigated for use/treatment in melanoma.,"CR011 is a fully-human monoclonal antibody which utilizes antibody-drug conjugation (ADC) technology licensed from Seattle Genetics. The ADC technology links vcMMAE, a potent chemotherapeutic, to the CR011 antibody resulting in the antibody-drug conjugate CR011-vcMMAE. CR011-vcMMAE targets GPNMB, a protein located specifically on the surface of melanoma cells. After CR011-vcMMAE binds to GPNMB, it is transported inside the cancer cell where the chemotherapy payload, Auristatin E, is cleaved from the antibody and activated.",,,,,,CHEMBL1743028,
DB06011,AMG-222,small molecule,913978-37-7,GH23A7L3EL,,experimental,Investigated for use/treatment in diabetes mellitus type 2.,"AMG-222 is an orally active, small molecule inhibitor of Dipeptidyl Peptidase IV (DPP-IV). DPP-IV inactivates glucagon-like peptide-1 (GLP-1), an important mediator of blood glucose levels following meals. DPP-IV inhibitors have been clinically shown to provide long term improvement of glucose control without the risk of hypoglycemia, and to improve the function of pancreatic beta cells, the cells responsible for the production of insulin. DPP-IV inhibitors represent a novel approach to the treatment of type II diabetes.",[H][C@](C)(CC1(C2=NNN=N2)C2=CC=C(C=C2CCC2=CC(=CC=C12)C(=O)N(C)C)C(=O)N(C)C)NCC(=O)N1CCC[C@@]1([H])C#N,NVSWJKWHLUTHLP-CPJSRVTESA-N,597.724,0.56,,,
DB06013,Aldoxorubicin,small molecule,1361644-26-9,C28MV4IM0B,,investigational,Investigated for use/treatment in solid tumors.,"INNO-206 is the (6-Maleimidocaproyl) hydrazone of doxorubicin. INNO-206 is a prodrug of doxorubicin that binds endogenous albumin after administration. The bound doxorubicin is released in the acidic environment of the tumor cell through cleavage of an acid sensitive linker. In preclinical models, INNO-206 was superior to doxorubicin with regard to antitumor efficacy and toxicity.",COC1=C2C(=O)C3=C(O)C4=C(C[C@](O)(C[C@@H]4O[C@H]4C[C@H](N)[C@H](O)[C@H](C)O4)C(\CO)=N\NC(=O)CCCCCN4C(=O)C=CC4=O)C(O)=C3C(=O)C2=CC=C1,OBMJQRLIQQTJLR-USGQOSEYSA-N,750.758,0.71,,CHEMBL2107818,D10383
DB06016,Cariprazine,small molecule,839712-12-8,F6RJL8B278,N05AX15,approved|investigational,"Cariprazine is indicated for the treatment of **schizophrenia** in adults to manage both positive and negative symptoms. It is also indicated to monotherapy for acute management of manic or mixed episodes associated with bipolar I disorder (**bipolar mania**) in adults, and acute management of depressive episodes associated with bipolar I disorder (**bipolar depression**) in adults.[L43307,L40198]","While recent research points to the involvement of multiple neurotransmitters in the development and maintenance of schizophrenia and bipolar disorders, the dopamine hypothesis has been and continues to be a key theory in understanding the pathophysiology of these psychiatric disorders. Dopamine is a neurotransmitter that plays several important roles in cells, and most importantly, it is a crucial neurotransmitter involved in reward processing and motivation. The nigrostriatal, mesolimbic, and mesocortical systems consist of dopaminergic projections. The dopamine hypothesis states that dopaminergic aberrations are observed in schizophrenia and bipolar disorders.[A189156,A247105] For example, hyperactive dopamine D2 receptor activity has been associated with positive symptoms of schizophrenia, such as hallucinations and delusions. On the other hand, alterations in dopamine D3 receptors may be involved in producing negative symptoms of schizophrenia.[A189156] It was stated that hyperdop",CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)C2=C(Cl)C(Cl)=CC=C2)CC1,KPWSJANDNDDRMB-QAQDUYKDSA-N,427.41,4.06,11154555,CHEMBL2028019,D09997
DB06021,AV-412,small molecule,451493-31-5,Z541VW0W40,,investigational,Investigated for use/treatment in cancer/tumors (unspecified).,"AV-412 shows potent inhibition of the EGFR L858R mutations and, in two well-established animal models, demonstrated dose-dependant tumor regression in both small and large lung tumors and complete regression of lung tumors at a dose where erlotinib is inactive. AV-412's mechanism of action has the potential to benefit patients with Non-Small Cell Lung Cancer, Metastatic Breast Cancer, Pancreatic Cancer, Head & Neck Cancer and Hormone Refractory Prostate Cancer.",CC1=CC=C(C=C1)S(O)(=O)=O.CC1=CC=C(C=C1)S(O)(=O)=O.CN1CCN(CC1)C(C)(C)C#CC1=C(NC(=O)C=C)C=C2C(NC3=CC=C(F)C(Cl)=C3)=NC=NC2=C1,GTWJVFFZCKODEV-UHFFFAOYSA-N,851.41,5.16,,,
DB06022,GlycoPEG-GCSF,biotech,,,,experimental,Investigated for use/treatment in adverse effects (chemotherapy) and neutropenics.,"GlycoPEG-GCSF is a long-acting, GlycoPEGylated granulocyte colony stimulating factor for the treatment of neutropenia. G-CSF is prescribed to stimulate the production of neutrophils, and is approved for sale in major markets around the world for the treatment of neutropenia associated with myelosuppressive chemotherapy. Neutropenia is a severe reduction in the number of neutrophils (mature white blood cells) in the circulating blood, commonly associated with cancer chemotherapy. Patients with neutropenia are at increased risk of developing serious infection. If not treated promptly, neutropenia can be life-threatening.",,,,,,,
DB06040,Filanesib,small molecule,885060-09-3,8A49OSO368,,investigational,Investigated for use/treatment in cancer/tumors (unspecified).,"KSP has been identified as an attractive drug target against cancer. Cancer results when normal cellular processes go awry and lead to a massive, uncontrolled cell division, proliferation, and growth. Inhibitors of KSP cause mitotic arrest by preventing the formation of bipolar spindle. The monopolar spindle thus prevents the separation of centrosomes, organizes the microtubules from a single locus in the cell, and aligns the chromosomes around this locus. This compound is a highly potent KSP inhibitor that demonstrates subnanomolar potency in both enzymatic and cellular assays and causes mitotic arrest, leading to cell death or apoptosis of the immensely proliferating cancer cells.",CON(C)C(=O)N1N=C(S[C@@]1(CCCN)C1=CC=CC=C1)C1=CC(F)=CC=C1F,LLXISKGBWFTGEI-FQEVSTJZSA-N,420.48,4.08,,CHEMBL2347655,
DB06043,Olaratumab,biotech,1024603-93-7,TT6HN20MVF,L01FX10,approved|investigational,"Olaratumab is indicated, in combination with doxorubicin, for the treatment of adult patients with advanced or mestastatic soft tissue sarcoma (STS) with a histologic subtype for which an anthracycline-containing regimen is appropriate and which is not amenable to curative treatment with radiotherapy or surgery.","Olaratumab blocks ligand-induced tumor cell proliferation, and inhibits receptor autophosphorylation and ligand-induced phosphorylation of the downstream signaling molecules protein kinase B (Akt) and mitogen-activated protein kinase [A19171]. PDGFR signalling is a type of tyrosine kinase-mediated pathway that normally regulates cell growth, chemotaxis, and mesenchymal stem cell differentiation. It also promotes internalization of PDGFR thus alters the surface levels of PDGFR.",,,,,,CHEMBL1743049,D09939
DB06045,Trofinetide,small molecule,853400-76-7,Z2ME8F52QL,N07XX24,approved,"Trofinetide is indicated for the treatment of Rett syndrome in adults and pediatric patients two years of age and older.[L45628,L52665]","Most cases of Rett syndrome are associated with loss-of-function mutations in a gene encoding methyl CpG binding protein 2 (MECP2), a DNA binding protein with a role in epigenetic regulation of gene expression.[A258438] These mutations are believed to lead to synaptic immaturation in the cortex, aberrant metabolism of brain cholesterol resulting in abnormal neuronal development, and abnormal neuronal signaling.[A258458] Rett syndrome more commonly occurs in girls than boys.[A258438]

The exact mechanism of action of trofinetide in Rett syndrome has not been fully elucidated.[L45628] In mice studies, GPE improved motor and cardiorespiratory function, increased brain weight, and prolonged the lifespan in MECP2-deficient mice. As a GPE analog, trofinetide similarly attenuated apoptosis and reduced infarct size in a dose-dependent manner in a rat model of hypoxic insult.[A258438,A258453] Trofinetide exerts a multi-faceted action to reduce inflammation, excitotoxicity-induced tissue damag",C[C@]1(CCCN1C(=O)CN)C(=O)N[C@@H](CCC(O)=O)C(O)=O,BUSXWGRAOZQTEY-SDBXPKJASA-N,315.326,-4.5,,CHEMBL197084,
DB06049,IPH 2101,biotech,1000676-42-5,5Q686XLG8L,,investigational,Investigated for use/treatment in leukemia (myeloid) and multiple myeloma.,"The therapeutic principle of IPH 2101 (NN 1975) is based on the activation of Natural Killer (NK) cells by a monoclonal antibody which blocks the NK’s KIR inhibitory receptors, thereby potentiating NK cells anti-cancer action.",,,,,,,
DB06050,TB-402,biotech,,,,investigational,Investigated for use/treatment in atrial fibrillation and thrombosis.,"TB-402 is a human antibody binding to Factor VIII, which plays a crucial role in the coagulation of the blood. The antibody has shown a beneficial partial inhibition of Factor VIII,
even when applied in excess dosage. Extensive testing in several animal models has shown that TB-402 strongly reduces the risk of thrombosis without increasing the risk of bleeding.",,,,,,CHEMBL2109410,
DB06077,Lumateperone,small molecule,313368-91-1,70BSQ12069,N05AD10,approved|investigational,"Lumateperone is approved for the treatment of schizophrenia in adults.[L10860] It is also approved for the treatment of depressive episodes associated with bipolar disorder (i.e. bipolar depression) in adults, as monotherapy and/or adjunctive therapy with lithium or valproate.[L10860] It is also approved as an adjunctive therapy with antidepressants for the treatment of major depressive disorder (MDD) in adults.[L10860]","There is much to learn about the pathophysiology of schizophrenia; however, dopamine abnormalities, specifically in the prefrontal and mesolimbic brain regions, are consistent in people with schizophrenia.[A189156] In addition to dopamine, other neurotransmitters such as serotonin, glutamate, GABA and acetylcholine are thought to play a role.[A189156] 

Lumateperone is unique among second generation antipsychotics based on its target profile and dopamine D2 receptor occupancy.[A189093,A188991] Unlike other antipsychotics, lumateperone has partial agonist activity at presynaptic dopamine (D2) receptors, resulting in reduced presynaptic release of dopamine, and antagonistic activity at postsynaptic dopamine (D2) receptors.[A188991] These characteristics allow lumateperone to efficiently reduce dopamine signaling.[A188991]

Lumateperone also targets dopamine (D1) receptors, and a useful secondary result of D1 activation is increased glutamatergic N-methyl-D-aspartate (NMDA) GluN2B rec",[H][C@]12CCN(CCCC(=O)C3=CC=C(F)C=C3)C[C@@]1([H])C1=CC=CC3=C1N2CCN3C,HOIIHACBCFLJET-SFTDATJTSA-N,393.506,3.59,21302490,CHEMBL3306803,
